comment,user,content,now_time,id,assist,transmit,url
,十二星座吐槽,",韩国女神秋瓷炫据媒体证实已怀孕，为此推掉工作安心养胎，期待小宝宝的降临[心][心][心],",2017年11月26日 09:38,FwQ7Nj4xH,0,,https://weibo.cn/comment/FwQ7Nj4xH?uid=5282301302&rl=1
2,房顶上的钟表匠,", 复吸BJ3花絮,是我的老可爱了 ,回复,:像是一时没出戏加上真的愣住了哈哈哈哈，是达西和脸老师的混合体,完全是达西式的反应 不知道是因为太入戏还是本体就这样[允悲]",2017年11月26日 09:25,FwQ2rso7g,8,10,https://weibo.cn/comment/FwQ2rso7g?rl=1
,很夏天很夏天,"整整24小时，小葡萄高烧恢复到元气满满，没用药。总结一下宝宝第一次发烧的应对，提供些经验给以后的小宝宝: ,",2017年11月26日 09:38,FwQ7xF9Hn,0,,https://weibo.cn/comment/FwQ7xF9Hn?uid=1836396767&rl=1
,陈小双-,"我发布了一个快手视频，一起来看！陈靖杰。宝宝 ,",2017年11月26日 09:38,FwQ7Lwwc9,0,,https://weibo.cn/comment/FwQ7Lwwc9?uid=2843215292&rl=1
223,雲上的貝拉,", 我的天啊！英国的BBC要出BTS的纪录片[惊恐]起因是图一的推主是BBC记者，他发了他和BBC Radio1的女主持人向孙老师学Mic Drop 舞蹈的编舞，然后Unitedkpop发文确定BBC要拍小市的纪录片！小市还没有到英国活动过，就有BBC要为他们拍纪录片哇！我等不及想看了 ！ ,WTF！！不知道该怎么吹了[允悲][允悲]为小市打爆国际电话[电话]️,其他地方都认为防弹是一个传奇，甚至想为其拍纪录片，只有南韩媒体无动于衷,我是怎么开的天眼喜欢上这么牛逼的爱豆[作揖][作揖],真的非常震惊……看着他们越来越好，我真庆幸当时看了他们的mv选择去了解他们，而不是看了拉倒，带给我的惊喜太多了[泪][泪][泪],我的妈啊，BBC纪录片啊。每天都是被小市支配的恐惧与惊喜！！,哇，追小市的每一天都是在过年[跪了],你弹飞得太快就像龙卷风……疯了疯了……,每次一起床逛防弹的微博我都得激动的飞起来！！每天上升一个高度你们的尽头在哪里！不！！咱们没有尽头！！！！,纪录片.我……[跪了][跪了][跪了],好像是一个关于kpop的纪录片，里面有防弹吧？？还是只有弹？？,我[惊恐][惊恐][惊恐]因为学德语把英语都忘光了 现在补还来得及吗[允悲], ,我的天哪 被惊醒的我[doge][doge][doge]",2017年11月26日,FwNnnF1yd,1700,3199,https://weibo.cn/comment/FwNnnF1yd?rl=1
,大壳天使,源哥的女人不能输，妈妈的骄傲不能输啊。。宝宝们加油啊。。白天他们太厉害了，昨晚睡了两个小时。大家好不容易追上来，都给力一点。,2017年11月26日 09:39,FwQ80hBKq,0,,https://weibo.cn/comment/FwQ80hBKq?uid=5716437794&rl=1
,最喜你是我,"带我家营宝宝出来玩[爱你]  还有后续哦 , ,",2017年11月26日 09:39,FwQ7XBK1w,0,,https://weibo.cn/comment/FwQ7XBK1w?uid=5626828814&rl=1
,我的小柠檬宝宝来了,[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷]希望宝宝快快发动,2017年11月26日 09:40,FwQ8tAsyw,0,,https://weibo.cn/comment/FwQ8tAsyw?uid=5396754816&rl=1
1,深圳医疗美容整形Candy,"私慕打造的宝宝，路人变女神[可爱][可爱], , ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:40,FwQ8FEPYa,0,,https://weibo.cn/comment/FwQ8FEPYa?uid=2294642102&rl=1
,言成丰色d,颖宝宝 不要怕 你还有我们 只要自己内心强大 没有什么可以打败你 不要去听去看外面的说法 坚持做你自己 好好休息 好好吃饭 关掉手机努力好好睡一觉 睡醒了又是新的一天 爱你 心疼你,2017年11月26日 09:38,FwQ7TePlv,1,,https://weibo.cn/comment/FwQ7TePlv?uid=3811018484&rl=1
1,SUNWEINAN21,",咋回事呢,玩了把游戏怎么反应又慢了半拍呢 [可怜][可怜][可怜] , ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:38,FwQ7N1scU,0,,https://weibo.cn/comment/FwQ7N1scU?uid=5183740248&rl=1
1,挖券姐,"易暖堂旗舰店 七彩迷你暖手宝宝，劵后5.1，自发热，免充电，不注水，持续温暖长达8小时[憧憬][憧憬][憧憬] ,领和拍：",2017年11月26日 09:40,FwQ8Fndfe,0,,https://weibo.cn/comment/FwQ8Fndfe?uid=2089629425&rl=1
15,christine0926,", 回国机场focus , ,镜头有点上脸了要保持安全距离啊,回复,:就是男的 一直挡我镜头那个男人的原来是他[允悲],根本没时间睡觉,感觉要怼脸上了,回复,:啊！我知道了，我有从别的角度看到过那个带眼镜的记者,好近[色]皮肤真是超好，男人的皮肤怎么这么好[抓狂]今天的衣服搭配又好帅！,回复,:看了各种角度的出境入境视频，推算是一个戴眼镜的男记者,好近,必须收藏！！这么近！而且我超级喜欢有镜片的真眼镜[怒罵][怒罵][怒罵], 这记者我挺好奇是男的还是女的[傻笑]是真爱啊，我估计丹尼都眼熟他了，一出来丹尼就瞄了这记者一眼",2017年11月26日,FwPmZwyDE,127,128,https://weibo.cn/comment/FwPmZwyDE?rl=1
,小小珊瑚虫088,", 本宝宝再次回归微博[哈哈][哈哈][哈哈][哈哈][允悲][允悲][允悲] ,",2017年11月26日 09:39,FwQ82CqZW,0,,https://weibo.cn/comment/FwQ82CqZW?uid=5024858283&rl=1
2,恋萱,"【¥12.8】萱草 暖宝宝贴20片俗话说，淡季不宰宰旺季，2毛钱一片的时代过去了，现在旺季，都涨价了 ,券拍在一起",2017年11月26日 09:40,FwQ8Halfq,0,,https://weibo.cn/comment/FwQ8Halfq?uid=1950167154&rl=1
91,蚂蜂窝自由行,"去泰国玩，有哪些必买清单？便宜好用get√  , ,回复,:原来你去看这个了啊,回复,:买买买",2017年11月11日 20:30,FuCYApyau,395,374,https://weibo.cn/comment/FuCYApyau?rl=1
,蜜红天鹅的幸福,",蜜蜂宝宝们再撑几天，杨幂马上就要出关了！！！[太开心][太开心][太开心] ?",2017年11月26日 09:39,FwQ82EBcG,1,,https://weibo.cn/comment/FwQ82EBcG?uid=5819970179&rl=1
,呼啦圈_杉,不叹气不叹气，一晚上宝宝被咬成了痘痘脸，我一点也不生气！让我静静…,2017年11月26日 09:39,FwQ85jhbF,0,,https://weibo.cn/comment/FwQ85jhbF?uid=2105386012&rl=1
,Yearlings,爸爸给宝宝买了胎教音乐 早上起来要强迫宝宝听半个小时小动物叫 挺吵[二哈],2017年11月26日 09:39,FwQ84ra65,0,,https://weibo.cn/comment/FwQ84ra65?uid=1717217541&rl=1
,景德镇小阿福儿童摄影,",麻豆：畅畅宝宝[飞吻],摄影师：大海老师 ,造型师：秀芳老师 ,引导师：小平姐姐,美好的一天从你的笑颜开始😸,百变的你，百变的模样都被珍藏💕",2017年11月26日 09:39,FwQ83f47O,0,,https://weibo.cn/comment/FwQ83f47O?uid=3809518409&rl=1
,此生如何证明,",让我一次喝个够~",2017年11月26日 09:40,FwQ8utKZh,0,,https://weibo.cn/comment/FwQ8utKZh?uid=5130156754&rl=1
2,静璇,【¥12.8】萱草 暖宝宝贴20片俗话说，淡季不宰宰旺季，2毛钱一片的时代过去了，现在旺季，都涨价了,2017年11月26日 09:40,FwQ8vAsRr,0,,https://weibo.cn/comment/FwQ8vAsRr?uid=6338178848&rl=1
,凯俪小姐,"我免费围观了 , 的回答，问题价值 30.00 元，快来一起免费围观~ ,",2017年11月26日 09:40,FwQ8x5pRA,0,,https://weibo.cn/comment/FwQ8x5pRA?uid=1873034064&rl=1
4,白菜分享君,"易暖堂旗舰店 七彩迷你暖手宝宝，5.1入，自发热，免充电，不注水，持续温暖长达8小时[憧憬] ,有糯米糯米，你不开这家店铺的优惠券嘛,一次性的吗,回复,:随机给评论里反馈的宝宝发红包，优缺点都ok，大家互相参考～多多反馈吧[小黄人高兴],领券下单：, 打不开链接的小仙女们，也可以直接复制这条评论 《tPPO07woqkJ《菜菜的自助找券平台",2017年11月26日 09:40,FwQ8xEF1x,69,,https://weibo.cn/comment/FwQ8xEF1x?uid=5674554136&rl=1
,大众美食团,", , 【奶酪烤饭团】喜欢花样吃奶酪的宝宝看过来，[兔子]Q萌Q萌的奶酪烤饭团，[笑哈哈]究竟有多好吃，你试了就知道了~[阴险]这个饭团趁热吃奶酪还能有拉丝~[可爱]更多美食制作技巧欢迎关注,",2017年11月26日 09:39,FwQ8dgW0T,2,1,https://weibo.cn/comment/FwQ8dgW0T?uid=5364337440&rl=1
115,一条,"【在乡下，得过且过】2010年，画家狼君没车没房没钱，摄影师路路还是义无反顾嫁给了他。2014年，他们在北京顺义乡下租下两个院子，过起住土屋、种菜，安心创作的乡居生活。路路说，她曾经的梦想是环游世界，现在把眼前的农活干好，把今天的饭做好，把日子过好，就是最大的满足。, ,房东不给租了怎么办？,农村有城市人体会不到的好，也有他们体会不到的苦。,不如回家卖红薯,上联：浇水施肥种菜地 下联：吃饭睡觉刷手机 横批：得过且过 [强]🏻[强]🏻[强]🏻,[草泥马],回复,:腾退，腾退，腾退,适合养老吧，年轻还是要上进,回复,:赞同[good][good][good][good],回复,:他们在北京郊区 开车 半个小时一个小时就到市区 北京市区,回复,:这叫不是每个人都非要在北京蜗居 这叫我对生活品质有追求 不想再吸霾三十年等老得看不清再去世外桃源 人家是自由职业者 不需要一定在城市里呆着,喜欢,回复,:这位罗先生 大部分艺术家都北京上海喝西北风呢 人家换种活法进行艺术创造 怎么就浪费教育培养了呢,我一直想过这样的生活",2017年11月26日,FwPtBFCbp,605,328,https://weibo.cn/comment/FwPtBFCbp?rl=1
2,舒姗,"【¥12.8】萱草 暖宝宝贴20片俗话说，淡季不宰宰旺季，2毛钱一片的时代过去了，现在旺季，都涨价了 ,券拍在一起",2017年11月26日 09:39,FwQ8lyaET,0,,https://weibo.cn/comment/FwQ8lyaET?uid=6336455468&rl=1
4,Seven先森的微博,"看了邮件，内网新闻，然后打开知乎，微博，想着又是混加班浑浑噩噩地一天，然后不自觉地搜下了三种颜色。2个人造成了这场波澜，自从三聚氰胺事件我不会给孩子喝国产奶粉，就算每次伤口挣开也会坚持混合母乳。中国制造不是低人一等，是人。就算羊水清澈，宝宝无肺炎症状，依旧被各种理由送进保温箱，我们就是生活在这样一滩死水里，人性因金钱权力腐败变质。所以呢，,今天荒废的时间会变成明天的无能为力，努力努力，说不定移民还有希望呢。,现在理解为什么有钱人都移民了,回复,:这不是国家得问题，这是制度根本的原因。中央集权制得存在跟封建晚清有什么区别。国外选举就算有内幕也会拉拉票吧，我们中国倒好，这一届还没下台下一届主席大家都知道了，公民选举权？呵呵,什么国家，只知道做表面功夫,现在唯有努力挣钱，从一系列问题来看，某些时候法律和我们拥护得政党不会站出来保护我们，我昨天跟我老婆商量了一夜，最后决定去澳大利亚。",2017年11月26日 09:41,FwQ8Uq6XB,11,,https://weibo.cn/comment/FwQ8Uq6XB?uid=2336582115&rl=1
,无奇不有80后勤,",[玫瑰][爱心]️今天演出了宝宝们都来看戏啊 ,（来自,）APP下载地址 ,",2017年11月26日 09:39,FwQ8fFoQd,0,,https://weibo.cn/comment/FwQ8fFoQd?uid=3194394955&rl=1
,凌听辰曦的光,"大周末的都不能睡个懒觉[悲伤][悲伤][睡][睡],求, 哄睡方法, , ,",2017年11月26日 09:40,FwQ8nCnPZ,0,,https://weibo.cn/comment/FwQ8nCnPZ?uid=2006147103&rl=1
,禹成贤吕鋆峰呀,", 天啦噜！这个报告好神奇，它不仅能记录我的微博生活、我喜欢的爱豆、我的亲密好友，还能转出我的本月开运秘籍！爱幸运的宝宝千万别错过哟！,",2017年11月26日 09:39,FwQ8etoPO,0,,https://weibo.cn/comment/FwQ8etoPO?uid=3637007535&rl=1
1,小哇塞0225,", 可不可以不起床[失望] , ,[来]",2017年11月26日 09:40,FwQ8mru0E,1,,https://weibo.cn/comment/FwQ8mru0E?uid=3981322746&rl=1
,暖_惜,亲娘就是宝宝哭的时候使出浑身解数的哄，绝对保证女儿能多睡一分钟是一分钟。为老母亲打国际长途电话，神队友！,2017年11月26日 09:40,FwQ8pq1NL,0,,https://weibo.cn/comment/FwQ8pq1NL?uid=2276358790&rl=1
,Dlinnnnnnnnnnnnnnnnnnnn大林,",“美少女大考验”之东北纯爷们沙溢 不做“中央空调”，只做温暖你一人的“暖宝宝”推销员 ,",2017年11月26日 09:41,FwQ8Lg5ug,0,,https://weibo.cn/comment/FwQ8Lg5ug?uid=5452894368&rl=1
,家彤妈妈,"我免费围观了 , 的回答，问题价值 58.00 元，快来一起免费围观~ ,",2017年11月26日 09:40,FwQ8q1GWc,0,,https://weibo.cn/comment/FwQ8q1GWc?uid=5283421803&rl=1
36,wulilai0923,"谢谢霖霖穿了这件衣服，现在首尔已经超级冷了，希望霖霖可以过个暖暖的冬天！, 1126 仁川入国 预览 ,认证啦，真好。, [篮球], 冬天这样穿的暖暖的才对啊[哈哈],[费解][费解][费解]这件外套明明就狠好看！有些人想什么呢？拜托了，大家嘴上把个门可以吗？都是十几岁二十几岁的人呢？到现在都没学会怎么说话吗？,好看的～姐姐挑衣服有眼光，霖霖穿起来也好看～衣架子霖霖穿什么都能有自己的演绎[鼓掌],很好看呀 符合霖霖的年纪 青春有活力 而且重点是很保暖 不会冻到霖霖,我今天还说很好看!,回复,:亲亲wulilai姐姐 说丑的人可能没出过村, , 恭喜又被認證囉！！第一眼看到霖霖穿這件外套就覺得既保暖又好看！！,  的眼光不是蓋的！！[鼓掌][good][心],好看,我覺的很好看，重點是保暖，看起來很可愛,回复,:很襯霖霖的皮膚呀！！有些人的審美觀令人無法理解！[摊手][摊手][摊手],很好看！,    外套好看！霖霖很暖吧！！[贊][贊]",2017年11月26日 09:32,FwQ5vb40t,201,88,https://weibo.cn/comment/FwQ5vb40t?rl=1
,汪maggie,", 新发型，我觉得还挺好的，爸爸却嘟囔这什么发型。疹子刚下去，又过敏了，脸简直不忍直视……",2017年11月26日 09:41,FwQ8TxI9w,0,,https://weibo.cn/comment/FwQ8TxI9w?uid=1729796223&rl=1
,BabyCARLLY1,",国外男子在送怀孕太太去医院时，意外拍下了宝宝来不及等待直接蹦出来的惊悚画面。。。最后妈妈和小宝宝都平安健康，生命既是又神奇而伟大！！！！[心][心],   ,",2017年11月26日 09:40,FwQ8s7Ur0,0,,https://weibo.cn/comment/FwQ8s7Ur0?uid=5969436926&rl=1
,去你啊偶丫头,"模特反馈！！！ ,一个特别用心的宝宝，我希望还没有加入的你，可以仔细看看这个宝宝写的拍一拍就挣了口红，衣服，吃饭钱享受拍照的过程",2017年11月26日 09:40,FwQ8q3HzD,0,,https://weibo.cn/comment/FwQ8q3HzD?uid=3165178907&rl=1
,Fanyuting饭饭,鸟巢，只是没有鸟宝宝,2017年11月26日 09:41,FwQ8PrFFU,0,,https://weibo.cn/comment/FwQ8PrFFU?uid=3272411464&rl=1
71,蜜糖熊Galesaur,",[熊],[熊], ,熊梓淇‖111126 深圳 [轻轨]‖6P ,这是一个悲桑的故事[右哼哼],下面请观看熊·美淇,见面后的变装过程,赢了，有木有！！！,就问你们服不服[跪了],ps:大佬您开心就好，蒙脸啥的不…重…要[微风],Photo[叉]二改去logo[作揖], ,请问他是戴着口罩再围围巾的吗，不闷吗[笑cry],回复,:哈哈 他是不是没化妆还是咋的 咋包成这样[笑cry], [允悲][允悲][允悲]，大写的服气,可能是太冷了吧,熊老师：我一个东北人 在南方冻成了狗[允悲],哈哈哈哈  太可爱了,把自己包的好严实[笑cry][笑cry][笑cry],噗哈哈哈哈哈哈哈哈哈，就跟我现在每天上班的状态一样，全身上下除了眼睛，其他地方，，看不到,[笑cry][笑cry][笑cry]我哥好好笑,  这是咋啦干嘛把自己捂起来[笑cry][笑cry][笑cry]是不是没化妆素颜啊[笑cry][笑cry][笑cry], 哈哈哈哈大佬，你开心就好..[作揖], [爱你],   [音符]小红帽有件抑制自己 变成狼的大红袍[音符],怪不得看不清信上的字[允悲][允悲][允悲]",2017年11月26日,FwPfq08fg,131,58,https://weibo.cn/comment/FwPfq08fg?rl=1
1123,逗比榜,"某档节目现场采访台下观众，结果因为观众的笑声太魔性，节目差点没能继续，这位选手你可快点坐下吧[笑cry] , ,  哈哈哈哈，他笑一次，我跟着笑一次,haaaaaaaaaaaaaaaaaaaaa, 不要逗他笑了 拜托[允悲],  哈哈哈哈哈,  提神醒脑,  我都要笑疯了, ,  他努力想憋着不笑的样子可真让人心疼[眼泪] [眼泪]",2017年11月25日 11:00,FwHehxjBm,1922,2218,https://weibo.cn/comment/FwHehxjBm?rl=1
,你的孤独虽败犹荣5206,🙈🙈🙈宝宝遇到了个大神，一路带我打上去了，萌妹纸一枚，求带飞🤓🤓🤓,2017年11月26日 09:34,FwQ6jn92r,0,,https://weibo.cn/comment/FwQ6jn92r?uid=3146299962&rl=1
,_沙漏_qiuyan,", 再来助攻，我们的可爱宝宝",2017年11月26日 09:34,FwQ6kgpL3,0,,https://weibo.cn/comment/FwQ6kgpL3?uid=3564438950&rl=1
190,托斯卡纳08042,"今天去接机的火火应该都看到这两个人了，本来安安静静的，一下子被她们给破坏了，本来以为是路人，今天看到别人说不是我们就粉丝，一看微博，我的天[微笑]招你惹你了，还欺负我们家火火，我们家管理还被黄帽子这个给踹了一脚，心疼我们家管理宝宝，那么努力的组织大家接机还受这样的气，这个锅我们河南火火不背！路人也不背这个锅！,只能说这么没素质的人，就不可能是我花的歌迷，希望给大家看看这就是别人家的粉,是预谋了来我家搞事了！宇宇身边人真要好好保护他，人心太恐怖。,大早上看到这真是心情不愉快[微笑],回复,:, 不能白受委屈，揪出来，必须道歉,回复,:所以，你们的锅是要谁背[微笑],要是我就踹他,回复,:有关xue的 都删了，名字也该头像也换了，恶心，气人,  ,  ,  饭随爱豆[微笑],尼玛，气的我真想把他们撕上热搜,[微笑],那个xurui 微博里好像所有跟xue有关的都删了 好多东西都删了 头像也换了。但是个签吧那个叫没换,恶心死了 圈地自萌不好吗非过来惹一身嫌[微笑][微笑][微笑]给不知情的火火误会[微笑][微笑][微笑],心里难受，我大哥我们那么宝贝，前线火火辛苦准备接机，两个粪叉凭什么让我大哥和火火受委屈，气死我了[怒骂][怒骂][怒骂]",2017年11月26日,FwNPd3H30,244,88,https://weibo.cn/comment/FwNPd3H30?rl=1
,Evan-Jackson,", ,是天使宝宝吧[好喜欢],",2017年11月26日 09:34,FwQ64EpBQ,0,,https://weibo.cn/comment/FwQ64EpBQ?uid=2177255921&rl=1
204,凤凰天使TSKS,"《,》、《,》、《,》第一季和第二季前三周累积投票数比较：,《The Unit》可选最喜欢的男女选手各一名，其次喜欢的可选择8名，共可选18名，累积1,729,980票, 《MIXNINE》Melon和JTBC双渠道投票，不分男女，可选择9名选手，累积1,027,876票,《Produce101》第一季，Mnet和脸书双渠道投票，可选择11名选手，累积3,415,500 票,《Produce101》第二季，Mnet和Timon双渠道投票，可选择11名选手，累积24,699,267票,mixnine   在b站叫什么，求文 ,那时候202刚开始确实买了几个ID投票[允悲]连我在中国也想为他们投票，更别说可以正规投的nh了，起床第一天先投票先,pd2真的火,202是无法企及的高度了～作为202女孩很骄傲了～, ,喜欢202无法自拔中[心][心][心][心],看了最近的两个以后我竟然开始思念安俊英了[允悲]当初都要骂死他了[允悲],回覆,:？D社微博說TU投票有三百多萬票了，好像跟這裡有出入？,101，202,目前喜欢MIXNINE！,这种数据统计好，很直观。,回复,:啊 都看了 个人比较喜欢S1[允悲]",2017年11月24日 12:48,FwyvQxQYl,472,143,https://weibo.cn/comment/FwyvQxQYl?rl=1
,ObserverCom西西嘿,长开了的宝宝们  真心盛世美颜了[二哈],2017年11月26日 09:34,FwQ641B4S,0,,https://weibo.cn/comment/FwQ641B4S?uid=3937974953&rl=1
1,小豆_弟弟,"懒癌的自己终于上微博了,小可怜弟弟  第一次吊水[泪],快点好起来[加油], ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:33,FwQ5HfJfF,0,,https://weibo.cn/comment/FwQ5HfJfF?uid=1610749981&rl=1
29,吃可爱多的星星,", ,是我们的宝宝呀哈哈哈，你怎么那么可爱啊啊啊,  要被你萌死了 ,王俊凯王俊凯王俊凯,嗷嗷嗷太可爱了[憧憬],王俊凯王俊凯王俊凯,哈哈有点不一样的,王俊凯王俊凯王俊凯,嗷嗷嗷太可爱了[憧憬],宝宝肯定不想和你好了,本宝宝来啦 ,小凯的不是这件,王俊凯王俊凯,太可爱了,还是个宝宝啊,王俊凯王俊凯王俊凯",2017年11月26日 09:34,FwQ62zyaa,39,3,https://weibo.cn/comment/FwQ62zyaa?uid=6140672195&rl=1
,还能不能改名什么,"哈哈哈哈哈哈看这个恐怖箱猜题真的笑死 ,用陈玺达的话说：这人怕是有毒,果然是小学生所有东西都是动画片的人物来描述 ,不懂吉吉国王不知道水晶宝宝的我,看的也觉得这个真的太好笑, ,",2017年11月26日 09:32,FwQ59zHUg,0,,https://weibo.cn/comment/FwQ59zHUg?uid=3949832901&rl=1
1,Duffroro,", 头发的香味真好闻[污][污]竟让我忍不住发了条微博[摊手][摊手] ,你好，你在微博里提到的,已升级为超级话题，进超话和其他小伙伴一起聊聊吧~~戳→ →",2017年11月26日 09:35,FwQ6wFypR,0,,https://weibo.cn/comment/FwQ6wFypR?uid=3004872141&rl=1
,非我莫属春风重出江湖,"早安, ,可俺们还是早起来了[游泳]",2017年11月26日 09:31,FwQ4T5vA5,0,,https://weibo.cn/comment/FwQ4T5vA5?uid=2991081891&rl=1
,猫猫小伍,"我家有个脏宝宝，总是偷偷吃东西[兔子][兔子][兔子] ,",2017年11月26日 09:31,FwQ4SqBdO,0,,https://weibo.cn/comment/FwQ4SqBdO?uid=2469109955&rl=1
2,送券小学妹,"萱草 12小时持续发热暖宝宝贴20片 ￥12.8 反馈也超级好的一款 ,回复,:【领 券.拍】：,[good]",2017年11月26日 09:31,FwQ4Lp2ET,1,,https://weibo.cn/comment/FwQ4Lp2ET?uid=6054524912&rl=1
90,新浪视频,"【震撼！八百多只白鲸海面群游】800多只濒危动物——被称为“海洋金丝雀”的白鲸，在加拿大附近北极海面参加“相亲大会”。从体型来看，白鲸宛如飞机，而清澈的海水恰如美丽的天空，海面变成了美丽的“停机坪”，它们来到的是加拿大北部的兰开斯特海峡。它们在这里嬉戏，目的就是在这里求偶，繁衍后代。所以，将这里称为“相亲大会”现场，一点也不为过。 ,太壮观了[憧憬][憧憬],热爱大自然，敬畏大自然[哈哈][哈哈][哈哈],加拿大的自然环境不愧是世界第一。,大趴体，海洋主宰者的聚会,白鲸记,回复,:是的啊，被日本人看到，还不都得捕杀完,太美,远看以为鱼缺氧浮头似的,大鱼海棠, 还有小白鲸，好可爱啊,太美了,回复,:他所说的是日本臭名远扬专杀海豚的海豚湾。, 看",2017年11月25日 21:19,FwLhJoSKl,262,286,https://weibo.cn/comment/FwLhJoSKl?rl=1
,Caelyn_优悠,", 宝宝心里苦",2017年11月26日 09:27,FwQ3oyJ6T,0,,https://weibo.cn/comment/FwQ3oyJ6T?uid=2074867497&rl=1
1,长隆野生动物世界,", 这是一条为爱豆点赞的微博！昨晚播出的《了不起的兽人族》你们还满意咩？评论区为他加油打气啦！, , , , , , , , 我赫超级萌，超级可爱，宝宝表示完全不够看[憧憬][憧憬] 为,  , 真人秀《了不起的兽人族》打CALL! [爱心]️",2017年11月26日 09:29,FwQ48Emn7,1,1,https://weibo.cn/comment/FwQ48Emn7?rl=1
8,蛋订网,", 荣登大众点评五星的《成都瓜串串》，11月28日正式开业！40+种的串签，40+元的人均，正宗的成都味邀你体验！11.24-11.30到店消费即享【串串6.8折】！即日起关注, 转发AT3位好友，11.28抽送5份50元菜金抵用券。地址：仓山区首山路大掌柜商业街1号楼13店面 ,  ,  ,  可以说是很饿了，抽我吧！！！！,  ,  ,  , , , , , , , , , ,  ,  ,  , , , [太开心][太开心]",2017年11月24日 10:38,FwxEMfuJf,4,33,https://weibo.cn/comment/FwxEMfuJf?rl=1
29,醉梦江湖,", 张杰剑心 时期入的坑,今天张杰的演唱会的演唱会，想像得到有多好听！但是居然阿拉蕾崔雅涵是嘉宾真的没想到！两个人互动太有爱了！,阿拉蕾:这是我最喜欢的一场演唱会,张杰：是哪个姑娘那么羞涩啊,阿拉蕾:是我,张杰:是不是还有一个你最喜欢的人啊,阿拉蕾:是你,两个都是我超级喜欢的人, , , ,哈哈,  ,  ,  ,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊太甜了太甜了,從昨晚看到早上 太喜歡 兩人互动太可愛[哈哈][心][鲜花],太甜了[心][心][心],太甜了🙃🙃, ,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊太甜了太甜了,哈哈,  ,  ,  ,回复,:嗷嗷嗷嗷，是你[二哈][二哈][二哈],哈哈哈哈笑死我了～  老张还伴奏,  甜死了",2017年11月25日 23:25,FwM6Vi3A2,604,147,https://weibo.cn/comment/FwM6Vi3A2?rl=1
,没有爱96111,"曾经玩得好的姐妹们，现在都嫁作人妇，都当了妈妈！一个个都有了可爱的宝宝，而我呢，也许只能一个人过了！不奢望以后的日子了！希望每个宝宝都能健康平安！ ,",2017年11月26日 09:31,FwQ4T3nCX,0,,https://weibo.cn/comment/FwQ4T3nCX?uid=6374138731&rl=1
7370,圈太子,"雷佳音真是从骨子里透出来的笑点哈哈哈哈哈哈 ,哈哈，好可爱[嘻嘻][哈哈],回复,:要叫小哥哥,图四大头哥：别夸我，点赞吧，我头不大，我只是萌，我这样可爱你们害想咋的？！[耶][喵喵] , 哈哈哈哈哈,想看雷佳音和潘粤明合作拍戏,[哈哈][哈哈][哈哈][哈哈]笑得肚子痛,回复,:哈哈,回复,:他的头真的好大哈哈哈,  笑死我了,这头啊 太大了",2017年11月25日 21:06,FwLcuDLDk,47023,12892,https://weibo.cn/comment/FwLcuDLDk?rl=1
,二次元萌喵宝,",[偷笑] 如果海绵宝宝是一部日本动漫，简直太魔性了！！！[允悲],",2017年11月26日 09:30,FwQ4y3m6V,0,,https://weibo.cn/comment/FwQ4y3m6V?uid=6001955629&rl=1
